,opis,dzielnica,no_rooms,cena,flat_area,price,link,data,lokator_dzielnica,ulica,lokator_ulica,geo_location,rodzaj,point,latitude,longitude,altitude
244,Starowiślna  studio  pod najem krótkoterminowy,: Stare Miasto,1.0,408 000 ,28.42,14356.0,https://www.otodom.pl/oferta/starowislna-studio-pod-najem-krotkoterminowy-ID3V3aA.html#89e33f6554,2019-03-08 11:46:14.298839,"Krakow , : Stare Miasto",Starowiślna,Kraków Starowiślna,"Starowiślna, Wesoła, Stare Miasto, Kraków, województwo małopolskie, 31-032, Polska",ulica,"(50.0572946, 19.9444943, 0.0)",50.0572946,19.9444943,0.0
247,Mieszkanie Dla Rodziny  106 m2  Ostatnie Piętro,: Grzegórzki,4.0,1 057 000 ,106.79,9898.0,https://www.otodom.pl/oferta/mieszkanie-dla-rodziny-106-m2-ostatnie-pietro-ID3V36s.html#89e33f6554,2019-03-08 11:46:14.298839,"Krakow , : Grzegórzki",Rodziny,Kraków Rodziny,"Kościół pw. Najświętszej Rodziny, 1, Aleksandry, Nowy Bieżanów, Bieżanów-Prokocim, Kraków, województwo małopolskie, 30-837, Polska",ulica,"(50.0154821, 20.0185031494186, 0.0)",50.0154821,20.0185031494186,0.0
248,2 Pokoje  Dąbie Super Komunikacja!,: Grzegórzki,2.0,386 000 ,38.61,9997.0,https://www.otodom.pl/oferta/2-pokoje-dabie-super-komunikacja-ID3V36o.html#89e33f6554,2019-03-08 11:46:14.298839,"Krakow , : Grzegórzki",Pokoju,Kraków Pokoju,"Aleja Pokoju, Czyżyny, Kraków, województwo małopolskie, 31-982, Polska",ulica,"(50.0726746, 20.0168791, 0.0)",50.0726746,20.0168791,0.0
252,Kawalerka 25 m2 Osiedle Strusia,: Bieńczyce,2.0,229 000 ,25.0,9160.0,https://www.otodom.pl/oferta/kawalerka-25-m2-osiedle-strusia-ID3V32o.html#89e33f6554,2019-03-08 11:46:14.298839,"Krakow , : Bieńczyce",Osiedle,Kraków Osiedle,"Osiedle, Łęg, Czyżyny, Kraków, województwo małopolskie, 31-587, Polska",ulica,"(50.0572333, 20.0151003, 0.0)",50.0572333,20.0151003,0.0
256,Okazja!3 pokoje  R. Matecznego  Bez PCC i prowizji,: Podgórze,3.0,359 000 ,45.0,7978.0,https://www.otodom.pl/oferta/okazja-3-pokoje-r-matecznego-bez-pcc-i-prowizji-ID3V316.html#89e33f6554,2019-03-08 11:46:14.298839,"Krakow , : Podgórze",Matecznego,Kraków Matecznego,"Rondo Antoniego Matecznego, Mateczny, Podgórze, Kraków, województwo małopolskie, 30-524, Polska",ulica,"(50.0361728, 19.9404958, 0.0)",50.0361728,19.9404958,0.0
258,Kraków Sw owice Lasogórska 2pok. 43 4m2 +Ogródek,: Swoszowice,2.0,320 000 ,43.4,7373.0,https://www.otodom.pl/oferta/krakow-swoszowice-lasogorska-2pok-43-4m2-ogrodek-ID3V2Qc.html#89e33f6554,2019-03-08 11:46:14.298839,"Krakow , : Swoszowice",Lasogórska,Kraków Lasogórska,"Lasogórska, Łysa Góra, Swoszowice, Kraków, województwo małopolskie, 30-434, Polska",ulica,"(49.9919895, 19.9290698, 0.0)",49.9919895,19.9290698,0.0
260,3 pokoje Kraków Mistrzejowice,: Mistrzejowice,3.0,439 000 ,56.4,7784.0,https://www.otodom.pl/oferta/3-pokoje-krakow-mistrzejowice-ID3V2hq.html#89e33f6554,2019-03-08 11:46:14.298839,"Krakow , : Mistrzejowice",Mistrzejowicka,Kraków Mistrzejowicka,"Mistrzejowicka, Mistrzejowice, Kraków, województwo małopolskie, 31-651, Polska",ulica,"(50.0969093, 20.0259479, 0.0)",50.0969093,20.0259479,0.0
264,3 pok.|  Poznańska/ Krowodrza | Wysoki standard,: Krowodrza,3.0,620 000 ,56.0,11071.0,https://www.otodom.pl/oferta/3-pok-ul-poznanska-krowodrza-wysoki-standard-ID3V02Y.html#3f7ebb237a,2019-03-08 11:46:15.196273,"Krakow , : Krowodrza",Wysoka,Kraków Wysoka,"Wysoka, Rakowice, Prądnik Czerwony, Kraków, województwo małopolskie, 31-460, Polska",ulica,"(50.0812116, 19.9778268, 0.0)",50.0812116,19.9778268,0.0
273,Piękne duże mieszkanie na Os. 2 Pułku Lotniczego,: Nowa Huta,3.0,472 000 ,65.0,7262.0,https://www.otodom.pl/oferta/piekne-duze-mieszkanie-na-os-2-pulku-lotniczego-ID3V1Yo.html#3f7ebb237a,2019-03-08 11:46:15.196273,"Krakow , : Nowa Huta",Lotniczego,Kraków Lotniczego,"Lądowisko Rakowice-Czyżyny, Stefana Jurczaka, Czyżyny, Kraków, województwo małopolskie, 31-634, Polska",ulica,"(50.0846957, 19.9886787, 0.0)",50.0846957,19.9886787,0.0
274,3 pokojowe mieszkanie na Os. Strusia   okazja,: Nowa Huta,3.0,329 000 ,46.0,7152.0,https://www.otodom.pl/oferta/3-pokojowe-mieszkanie-na-os-strusia-okazja-ID3V1Yc.html#3f7ebb237a,2019-03-08 11:46:15.196273,"Krakow , : Nowa Huta",Strusia,Kraków Strusia,"Osiedle Józefa Strusia, Bieńczyce, Kraków, województwo małopolskie, Polska",ulica,"(50.08848715, 20.0098691963755, 0.0)",50.08848715,20.0098691963755,0.0
278,Stare Podgórze  2 pok po remoncie obok Kopca Kraka,: Stare Podgórze,2.0,295 000 ,38.0,7763.0,https://www.otodom.pl/oferta/stare-podgorze-2-pok-po-remoncie-obok-kopca-kraka-ID3V1VY.html#3f7ebb237a,2019-03-08 11:46:15.196273,"Krakow , : Stare Podgórze",Starego,Kraków Starego,"Zygmunta Starego, Mydlniki, Bronowice, Kraków, województwo małopolskie, 30-198, Polska",ulica,"(50.0801801, 19.8536978, 0.0)",50.0801801,19.8536978,0.0
280,3 niezależne pokoje   Ruczaj   Jahody,: Ruczaj,3.0,420 000 ,60.0,7000.0,https://www.otodom.pl/oferta/3-niezalezne-pokoje-ruczaj-jahody-ID3V1TK.html#3f7ebb237a,2019-03-08 11:46:15.196273,"Krakow , : Ruczaj",Ruczaj,Kraków Ruczaj,"Ruczaj, Osiedle Ruczaj-Zaborze, Dębniki, Kraków, województwo małopolskie, 30-409, Polska",ulica,"(50.0254477, 19.9220913, 0.0)",50.0254477,19.9220913,0.0
283,Dwupoziomowe mieszkanie  Ruczaj Kraków,: małopolskie,3.0,370 000 ,60.0,6167.0,https://www.otodom.pl/oferta/dwupoziomowe-mieszkanie-ruczaj-krakow-ID3V1Fe.html#3f7ebb237a,2019-03-08 11:46:15.196273,"Krakow , : małopolskie",Ruczaj,Kraków Ruczaj,"Ruczaj, Osiedle Ruczaj-Zaborze, Dębniki, Kraków, województwo małopolskie, 30-409, Polska",ulica,"(50.0254477, 19.9220913, 0.0)",50.0254477,19.9220913,0.0
293,Parter lub piętro domu  4 pokoje  ogródek,: Tonie,4.0,349 000 ,68.0,5132.0,https://www.otodom.pl/oferta/parter-lub-pietro-domu-4-pokoje-ogrodek-ID3V1zy.html#85fbb29208,2019-03-08 11:46:15.883863,"Krakow , : Tonie",Plater,Kraków Plater,"Emilii Plater, Stara Krowodrza, Krowodrza, Kraków, województwo małopolskie, 30-009, Polska",ulica,"(50.077295, 19.9326829, 0.0)",50.077295,19.9326829,0.0
298,kawalerka dla Ciebie! Ruczaj Obozowa.,: Ruczaj,1.0,299 000 ,38.0,7868.0,https://www.otodom.pl/oferta/kawalerka-dla-ciebie-ruczaj-obozowa-ID3V1xa.html#85fbb29208,2019-03-08 11:46:15.883863,"Krakow , : Ruczaj",Ruczaj,Kraków Ruczaj,"Ruczaj, Osiedle Ruczaj-Zaborze, Dębniki, Kraków, województwo małopolskie, 30-409, Polska",ulica,"(50.0254477, 19.9220913, 0.0)",50.0254477,19.9220913,0.0
299,3 pokojowe mieszkanie  Hutnicze Nowa Huta,: Nowa Huta,3.0,315 000 ,38.0,8289.0,https://www.otodom.pl/oferta/3-pokojowe-mieszkanie-os-hutnicze-nowa-huta-ID3V1xe.html#85fbb29208,2019-03-08 11:46:15.883863,"Krakow , : Nowa Huta",Hutnicze,Kraków Hutnicze,"Osiedle Hutnicze, Nowa Huta, Kraków, województwo małopolskie, Polska",ulica,"(50.0727517, 20.0454692, 0.0)",50.0727517,20.0454692,0.0
303,2 pok.mieszkanie /panorama Krakowa z okien / 2016r,: Zabłocie,2.0,427 500 ,40.28,10613.0,https://www.otodom.pl/oferta/2-pok-mieszkanie-panorama-krakowa-z-okien-2016r-ID3V1ti.html#85fbb29208,2019-03-08 11:46:15.883863,"Krakow , : Zabłocie",Krakowa,Kraków Krakowa,"Muzeum Historyczne Miasta Krakowa Ulica Pomorska, 2, Pomorska, Nowa Wieś, Krowodrza, Kraków, województwo małopolskie, 30-039, Polska",ulica,"(50.0707757, 19.9248071, 0.0)",50.0707757,19.9248071,0.0
304,1 pokojowe  28 5m2  Kazimierz    Miodowa,: Kazimierz,1.0,380 000 ,28.5,13333.0,https://www.otodom.pl/oferta/1-pokojowe-28-5m2-kazimierz-ul-miodowa-ID3V1tm.html#85fbb29208,2019-03-08 11:46:15.883863,"Krakow , : Kazimierz",Kazimierza,Kraków Kazimierza,"Księdza Kazimierza Jancarza, Batowice, Mistrzejowice, Kraków, województwo małopolskie, 31-618, Polska",ulica,"(50.0955333, 19.9961381, 0.0)",50.0955333,19.9961381,0.0
305,ok. Wielopole   Kamienica po Remoncie !!,: Stare Miasto,2.0,412 000 ,44.5,9258.0,https://www.otodom.pl/oferta/ok-wielopole-kamienica-po-remoncie-ID3V1re.html#85fbb29208,2019-03-08 11:46:15.883863,"Krakow , : Stare Miasto",Wielopole,Kraków Wielopole,"Wielopole, Kazimierz, Stare Miasto, Kraków, województwo małopolskie, 31-031, Polska",ulica,"(50.0583118, 19.9474703, 0.0)",50.0583118,19.9474703,0.0
306,Na Zakolu Wisły   z widokiem na Wisłę,: małopolskie,2.0,428 000 ,41.0,10439.0,https://www.otodom.pl/oferta/na-zakolu-wisly-z-widokiem-na-wisle-ID3V1qE.html#85fbb29208,2019-03-08 11:46:15.883863,"Krakow , : małopolskie",Zakole,Kraków Zakole,"Zakole, Kantorowice, Wzgórza Krzesławickie, Kraków, województwo małopolskie, 31-762, Polska",ulica,"(50.1109452, 20.057151, 0.0)",50.1109452,20.057151,0.0
309,Bronowice   apartament 2 pokojowy 2balkony,: Bronowice,2.0,482 000 ,48.5,9938.0,https://www.otodom.pl/oferta/bronowice-apartament-2-pokojowy-2balkony-ID3V16Q.html#85fbb29208,2019-03-08 11:46:15.883863,"Krakow , : Bronowice",Bronowicka,Kraków Bronowicka,"Bronowicka, Bronowice, Kraków, województwo małopolskie, 30-122, Polska",ulica,"(50.0775327, 19.9016366, 0.0)",50.0775327,19.9016366,0.0
315,Mieszkanie dwupokojowe przy  Wielkotyrnowskiej,: Azory,2.0,305 000 ,43.0,7093.0,https://www.otodom.pl/oferta/mieszkanie-dwupokojowe-przy-ul-wielkotyrnowskiej-ID3V0Xm.html#85fbb29208,2019-03-08 11:46:15.883863,"Krakow , : Azory",Wielkotyrnowska,Kraków Wielkotyrnowska,"Wielkotyrnowska, Osiedle Azory, Prądnik Biały, Kraków, województwo małopolskie, 31-326, Polska",ulica,"(50.0879992, 19.9148834, 0.0)",50.0879992,19.9148834,0.0
324,4 pokojowe mieszkanie Bociana   Prądnik Biały 2016,: Prądnik Biały,4.0,525 000 ,73.0,7192.0,https://www.otodom.pl/oferta/4-pokojowe-mieszkanie-bociana-pradnik-bialy-2016-ID3V0SM.html#d245b9f81f,2019-03-08 11:46:16.678588,"Krakow , : Prądnik Biały",Bociana,Kraków Bociana,"Bociana, Prądnik Biały, Kraków, województwo małopolskie, 31-232, Polska",ulica,"(50.0941971, 19.9566853, 0.0)",50.0941971,19.9566853,0.0
329,Mieszkanie Na Kameralnym Osiedlu spokojna okolica!,: Opatkowice,5.0,479 000 ,96.72,4952.0,https://www.otodom.pl/oferta/mieszkanie-na-kameralnym-osiedlu-spokojna-okolica-ID3V0I0.html#d245b9f81f,2019-03-08 11:46:16.678588,"Krakow , : Opatkowice",Osiedle,Kraków Osiedle,"Osiedle, Łęg, Czyżyny, Kraków, województwo małopolskie, 31-587, Polska",ulica,"(50.0572333, 20.0151003, 0.0)",50.0572333,20.0151003,0.0
330,Mieszkanie Na Kameralnym Osiedlu spokojna okolica!,: Opatkowice,7.0,519 000 ,100.0,5190.0,https://www.otodom.pl/oferta/mieszkanie-na-kameralnym-osiedlu-spokojna-okolica-ID3V0I4.html#d245b9f81f,2019-03-08 11:46:16.678588,"Krakow , : Opatkowice",Osiedle,Kraków Osiedle,"Osiedle, Łęg, Czyżyny, Kraków, województwo małopolskie, 31-587, Polska",ulica,"(50.0572333, 20.0151003, 0.0)",50.0572333,20.0151003,0.0
331,Dwupoziomowe w szeregowcu 109m2  Gotowe  Skotniki,: Skotniki,4.0,522 000 ,109.0,4789.0,https://www.otodom.pl/oferta/dwupoziomowe-w-szeregowcu-109m2-gotowe-skotniki-ID3V0Hi.html#d245b9f81f,2019-03-08 11:46:16.678588,"Krakow , : Skotniki",Skotnicka,Kraków Skotnicka,"Skotnicka, Sidzina, Dębniki, Kraków, województwo małopolskie, 30-399, Polska",ulica,"(49.9956113, 19.8523407, 0.0)",49.9956113,19.8523407,0.0
332,Nowe 2pokoje 38 4m2   Ojcowska,: Bronowice Wielkie,2.0,255 360 ,38.4,6650.0,https://www.otodom.pl/oferta/nowe-2pokoje-38-4m2-ul-ojcowska-ID3V0He.html#d245b9f81f,2019-03-08 11:46:16.678588,"Krakow , : Bronowice Wielkie",Ojcowska,Kraków Ojcowska,"Ojcowska, Bronowice Wielkie, Prądnik Biały, Kraków, województwo małopolskie, 31-344, Polska",ulica,"(50.0942078, 19.8817739, 0.0)",50.0942078,19.8817739,0.0
333,Kawalerka Z Widokiem Na Wawel  Dębniki  Szwedzka,: Dębniki,1.0,345 000 ,31.35,11005.0,https://www.otodom.pl/oferta/kawalerka-z-widokiem-na-wawel-debniki-szwedzka-ID3V0GI.html#d245b9f81f,2019-03-08 11:46:16.678588,"Krakow , : Dębniki",Wawelu,Kraków Wawelu,"Bazylika archikatedralna pw. Świętych Stanisława i Wacława, 1, Zamek Królewski na Wawelu, Stare Miasto, Kraków, województwo małopolskie, 31-001, Polska",ulica,"(50.05465045, 19.9354553913683, 0.0)",50.05465045,19.9354553913683,0.0
337,3pokoje 75m2 360000 Śródmiescie Dobrego Pasterza,: Prądnik Czerwony,3.0,360 000 ,74.8,4813.0,https://www.otodom.pl/oferta/3pokoje-75m2-360000zl-srodmiescie-dobrego-pasterza-ID3V0z2.html#d245b9f81f,2019-03-08 11:46:16.678588,"Krakow , : Prądnik Czerwony",Pasterza,Kraków Pasterza,"Kościół pw. Pana Jezusa Dobrego Pasterza, 4, Dobrego Pasterza, Prądnik Czerwony, Kraków, województwo małopolskie, 31-416, Polska",ulica,"(50.08851445, 19.9583960810765, 0.0)",50.08851445,19.9583960810765,0.0
338,2 pokoje z dużym balkonem   Wola Duchacka / Zabawa,: Wola Duchacka,2.0,355 000 ,45.0,7889.0,https://www.otodom.pl/oferta/2-pokoje-z-duzym-balkonem-wola-duchacka-zabawa-ID3V0vg.html#d245b9f81f,2019-03-08 11:46:16.678588,"Krakow , : Wola Duchacka",Duchacka,Kraków Duchacka,"Duchacka, Olsza II, Prądnik Czerwony, Kraków, województwo małopolskie, 31-426, Polska",ulica,"(50.0842566, 19.9535619, 0.0)",50.0842566,19.9535619,0.0
339,nowe mieszkanie 2 pokojowe  ca Szwai  Ruczaj,: Podgórze,2.0,332 000 ,40.3,8238.0,https://www.otodom.pl/oferta/nowe-mieszkanie-2-pokojowe-ulica-szwai-ruczaj-ID3V0wG.html#d245b9f81f,2019-03-08 11:46:16.678588,"Krakow , : Podgórze",Ruczaj,Kraków Ruczaj,"Ruczaj, Osiedle Ruczaj-Zaborze, Dębniki, Kraków, województwo małopolskie, 30-409, Polska",ulica,"(50.0254477, 19.9220913, 0.0)",50.0254477,19.9220913,0.0
342,Mieszkanie Na Kameralnym Osiedlu spokojna okolica!,: Opatkowice,3.0,319 000 ,54.44,5860.0,https://www.otodom.pl/oferta/mieszkanie-na-kameralnym-osiedlu-spokojna-okolica-ID3V0u8.html#d245b9f81f,2019-03-08 11:46:16.678588,"Krakow , : Opatkowice",Osiedle,Kraków Osiedle,"Osiedle, Łęg, Czyżyny, Kraków, województwo małopolskie, 31-587, Polska",ulica,"(50.0572333, 20.0151003, 0.0)",50.0572333,20.0151003,0.0
352,3 Pokoje Na Bajecznej!!!,: Dąbie,3.0,579 000 ,65.0,8908.0,https://www.otodom.pl/oferta/3-pokoje-na-bajecznej-ID3V0p2.html#2586a7ec49,2019-03-08 11:46:17.600566,"Krakow , : Dąbie",Pokoju,Kraków Pokoju,"Aleja Pokoju, Czyżyny, Kraków, województwo małopolskie, 31-982, Polska",ulica,"(50.0726746, 20.0168791, 0.0)",50.0726746,20.0168791,0.0
358,Apartament 30m2 pod krótki najem centrum Krakowa,: Stare Miasto,1.0,429 000 ,29.9,14348.0,https://www.otodom.pl/oferta/apartament-30m2-pod-krotki-najem-centrum-krakowa-ID3V0oA.html#2586a7ec49,2019-03-08 11:46:17.600566,"Krakow , : Stare Miasto",Krakowa,Kraków Krakowa,"Muzeum Historyczne Miasta Krakowa Ulica Pomorska, 2, Pomorska, Nowa Wieś, Krowodrza, Kraków, województwo małopolskie, 30-039, Polska",ulica,"(50.0707757, 19.9248071, 0.0)",50.0707757,19.9248071,0.0
362,Duze 4 pok.mieszkanie  Tuchowska nowe budownictw,: Kurdwanów,4.0,538 000 ,76.8,7005.0,https://www.otodom.pl/oferta/duze-4-pok-mieszkanie-ul-tuchowska-nowe-budownictw-ID3V0eQ.html#2586a7ec49,2019-03-08 11:46:17.600566,"Krakow , : Kurdwanów",Tuchowska,Kraków Tuchowska,"Tuchowska, Kurdwanów, Podgórze Duchackie, Kraków, województwo małopolskie, 30-618, Polska",ulica,"(50.0077007, 19.9669882, 0.0)",50.0077007,19.9669882,0.0
365,Trzypokojowe mieszkanie na Ruczaju.,: Ruczaj,3.0,400 992 ,56.08,7150.0,https://www.otodom.pl/oferta/trzypokojowe-mieszkanie-na-ruczaju-ID3V02v.html#2586a7ec49,2019-03-08 11:46:17.600566,"Krakow , : Ruczaj",Ruczaj,Kraków Ruczaj,"Ruczaj, Osiedle Ruczaj-Zaborze, Dębniki, Kraków, województwo małopolskie, 30-409, Polska",ulica,"(50.0254477, 19.9220913, 0.0)",50.0254477,19.9220913,0.0
366,Trzypokojowe mieszkanie na Ruczaju.,: Ruczaj,3.0,420 600 ,56.08,7500.0,https://www.otodom.pl/oferta/trzypokojowe-mieszkanie-na-ruczaju-ID3V02s.html#2586a7ec49,2019-03-08 11:46:17.600566,"Krakow , : Ruczaj",Ruczaj,Kraków Ruczaj,"Ruczaj, Osiedle Ruczaj-Zaborze, Dębniki, Kraków, województwo małopolskie, 30-409, Polska",ulica,"(50.0254477, 19.9220913, 0.0)",50.0254477,19.9220913,0.0
367,Nowe mieszkania na Ruczaju.,: Ruczaj,1.0,273 711 ,34.84,7856.0,https://www.otodom.pl/oferta/nowe-mieszkania-na-ruczaju-ID3V02o.html#2586a7ec49,2019-03-08 11:46:17.600566,"Krakow , : Ruczaj",Ruczaj,Kraków Ruczaj,"Ruczaj, Osiedle Ruczaj-Zaborze, Dębniki, Kraków, województwo małopolskie, 30-409, Polska",ulica,"(50.0254477, 19.9220913, 0.0)",50.0254477,19.9220913,0.0
369,Jesionowa  Zarudawie/Okol/Z Dużym Tarasem !!!,: Wola Justowska,3.0,649 000 ,71.4,9090.0,https://www.otodom.pl/oferta/jesionowa-zarudawie-okol-z-duzym-tarasem-ID3V01a.html#2586a7ec49,2019-03-08 11:46:17.600566,"Krakow , : Wola Justowska",Jesionowa,Kraków Jesionowa,"Jesionowa, Wola Justowska - Chełm, Zwierzyniec, Kraków, województwo małopolskie, 30-218, Polska",ulica,"(50.067974, 19.8748544, 0.0)",50.067974,19.8748544,0.0
372,3 pokojowe mieszkanie dla rodziny i pod inwestycję,: Prądnik Biały,3.0,428 000 ,64.0,6688.0,https://www.otodom.pl/oferta/3-pokojowe-mieszkanie-dla-rodziny-i-pod-inwestycje-ID3WZUA.html#2586a7ec49,2019-03-08 11:46:17.600566,"Krakow , : Prądnik Biały",Rodziny,Kraków Rodziny,"Kościół pw. Najświętszej Rodziny, 1, Aleksandry, Nowy Bieżanów, Bieżanów-Prokocim, Kraków, województwo małopolskie, 30-837, Polska",ulica,"(50.0154821, 20.0185031494186, 0.0)",50.0154821,20.0185031494186,0.0
373,3 pok mieszkanie inwestycyjne Wrocławska,: Łobzów,3.0,538 000 ,64.0,8406.0,https://www.otodom.pl/oferta/3-pok-mieszkanie-inwestycyjne-wroclawska-ID3WZUs.html#2586a7ec49,2019-03-08 11:46:17.600566,"Krakow , : Łobzów",Wrocławska,Kraków Wrocławska,"Wrocławska, Łobzów, Krowodrza, Kraków, województwo małopolskie, 31-306, Polska",ulica,"(50.0815775, 19.9161234, 0.0)",50.0815775,19.9161234,0.0
378,Nowe 2 pokojowe 38 5 m2   Wrocławska,: Łobzów,2.0,350 000 ,38.5,9091.0,https://www.otodom.pl/oferta/nowe-2-pokojowe-38-5-m2-ul-wroclawska-ID3WZUk.html#d5a755bd0e,2019-03-08 11:46:18.354613,"Krakow , : Łobzów",Wrocławska,Kraków Wrocławska,"Wrocławska, Łobzów, Krowodrza, Kraków, województwo małopolskie, 31-306, Polska",ulica,"(50.0815775, 19.9161234, 0.0)",50.0815775,19.9161234,0.0
419,Stare Miasto Dwupokojowe Komfortowe Garaż Balkon,: Stare Miasto,2.0,840 000 ,63.91,13143.0,https://www.otodom.pl/oferta/stare-miasto-dwupokojowe-komfortowe-garaz-balkon-ID3RScM.html#4b28cb7416,2019-03-08 11:46:20.185359,"Krakow , : Stare Miasto",Starego,Kraków Starego,"Zygmunta Starego, Mydlniki, Bronowice, Kraków, województwo małopolskie, 30-198, Polska",ulica,"(50.0801801, 19.8536978, 0.0)",50.0801801,19.8536978,0.0
421,Apartament na 7 piętrze    Stańczyka,: Bronowice Małe,2.0,449 000 ,55.0,8164.0,https://www.otodom.pl/oferta/apartament-na-7-pietrze-ul-stanczyka-ID3W8Jm.html#4b28cb7416,2019-03-08 11:46:20.185359,"Krakow , : Bronowice Małe",Stańczyka,Kraków Stańczyka,"Stańczyka, Future City, Bronowice, Kraków, województwo małopolskie, 30-127, Polska",ulica,"(50.0769561, 19.8947293, 0.0)",50.0769561,19.8947293,0.0
423,Bezpośrednio dom poniżej ceny mieszkania  Kwartowa,: Prądnik Czerwony,4.0,688 500 ,115.4,5966.0,https://www.otodom.pl/oferta/bezposrednio-dom-ponizej-ceny-mieszkania-kwartowa-ID3WReU.html#4b28cb7416,2019-03-08 11:46:20.185359,"Krakow , : Prądnik Czerwony",Karowa,Kraków Karowa,"Karowa, Kopaniny, Nowa Huta, Kraków, województwo małopolskie, 31-983, Polska",ulica,"(50.0595631, 20.1054111, 0.0)",50.0595631,20.1054111,0.0
430,klimatyczne poddasze na Azorach   Zygmuntowska,: Azory,1.0,315 000 ,47.98,6565.0,https://www.otodom.pl/oferta/klimatyczne-poddasze-na-azorach-ul-zygmuntowska-ID3Efb6.html#4b28cb7416,2019-03-08 11:46:20.185359,"Krakow , : Azory",Zygmuntowska,Kraków Zygmuntowska,"Zygmuntowska, Azory, Prądnik Biały, Kraków, województwo małopolskie, 31-314, Polska",ulica,"(50.0855556, 19.9075636, 0.0)",50.0855556,19.9075636,0.0
441,PIĘKNE! URZĄDZONE 2 oddzielne pokoje  Bieńczycka,: Czyżyny,2.0,345 000 ,41.42,8329.0,https://www.otodom.pl/oferta/piekne-urzadzone-2-oddzielne-pokoje-ul-bienczycka-ID3ineC.html#4b28cb7416,2019-03-08 11:46:20.185359,"Krakow , : Czyżyny",Bieńczycka,Kraków Bieńczycka,"Bieńczycka, Czyżyny, Kraków, województwo małopolskie, 31-850, Polska",ulica,"(50.0743251, 20.0177527, 0.0)",50.0743251,20.0177527,0.0
446, Wrocławska Trzypokojowe  Przepiękne Mieszkanie,: Krowodrza,3.0,497 500 ,49.88,9974.0,https://www.otodom.pl/oferta/ul-wroclawska-trzypokojowe-przepiekne-mieszkanie-ID3WyXO.html#4b28cb7416,2019-03-08 11:46:20.185359,"Krakow , : Krowodrza",Wrocławska,Kraków Wrocławska,"Wrocławska, Łobzów, Krowodrza, Kraków, województwo małopolskie, 31-306, Polska",ulica,"(50.0815775, 19.9161234, 0.0)",50.0815775,19.9161234,0.0
449,Domy Szeregowe Tyniecka,: małopolskie,4.0,662 445 ,147.21,4500.0,https://www.otodom.pl/oferta/domy-szeregowe-tyniecka-ID3RTzG.html#4b28cb7416,2019-03-08 11:46:21.091730,"Krakow , : małopolskie",Szeregów,Kraków Szeregów,"Szarych Szeregów, Kurdwanów, Podgórze Duchackie, Kraków, województwo małopolskie, 30-610, Polska",ulica,"(50.0017702, 19.946798, 0.0)",50.0017702,19.946798,0.0
457,Polecam Olsza Wieniawskiego  36 50m2  2 pok.loggia,: Olsza,2.0,292 000 ,36.5,8000.0,https://www.otodom.pl/oferta/polecam-olsza-wieniawskiego-36-50m2-2-pok-loggia-ID3Vb0A.html#24f2434338,2019-03-11 07:59:18.877872,"Krakow , : Olsza",Wieniawskiego,Kraków Wieniawskiego,"Henryka Wieniawskiego, Olsza II, Prądnik Czerwony, Kraków, województwo małopolskie, 31-462, Polska",ulica,"(50.0786242, 19.9711591, 0.0)",50.0786242,19.9711591,0.0
460,Nowa inwestycja  dwupoziomowy apartament z ogrodem,: Bronowice Małe,4.0,699 000 ,96.14,7271.0,https://www.otodom.pl/oferta/nowa-inwestycja-dwupoziomowy-apartament-z-ogrodem-ID3Vazq.html#24f2434338,2019-03-11 07:59:18.877872,"Krakow , : Bronowice Małe",Ogrodem,Kraków Ogrodem,"Za Ogrodem, Grado schody i balutrady, Wzgórza Krzesławickie, Kraków, województwo małopolskie, 31-990, Polska",ulica,"(50.0986422, 20.1175645, 0.0)",50.0986422,20.1175645,0.0
463,Kameralne Miejsce Blisko Zieleni   Wysoki Standard,: Krowodrza,2.0,390 000 ,48.0,8125.0,https://www.otodom.pl/oferta/kameralne-miejsce-blisko-zieleni-wysoki-standard-ID3VajC.html#24f2434338,2019-03-11 07:59:18.877872,"Krakow , : Krowodrza",Bliska,Kraków Bliska,"Bliska, Prądnik Biały, Kraków, województwo małopolskie, 31-331, Polska",ulica,"(50.091369, 19.9167335, 0.0)",50.091369,19.9167335,0.0
